vocabulary,,voc_cmt,idx,similarity,pt,node_name,node_code
节能照明灯具加工,,1,27,0.961884652,36,节能照明灯具,36010212
节能产品及照明灯具,,1,27,0.961851854,36,节能照明灯具,36010212
节能光学照明灯具,,1,27,0.95992639,36,节能照明灯具,36010212
节能照明灯具研发,,8,27,0.959588465,36,节能照明灯具,36010212
节能照明灯具的研究,,1,27,0.959275376,36,节能照明灯具,36010212
节能电源及电工器材,,1,28,0.971881699,36,节能电工器材,36010213
节能电力电子产品,,1,28,0.965332504,36,节能电工器材,36010213
节能电力电器设备,,2,28,0.962574494,36,节能电工器材,36010213
电力节能电器,,2,28,0.961735516,36,节能电工器材,36010213
节能电子器,,3,28,0.956211299,36,节能电工器材,36010213
节能电子电器,,12,28,0.954628042,36,节能电工器材,36010213
电力设备节电器,,1,28,0.954292984,36,节能电工器材,36010213
节能电子器材,,2,28,0.951416685,36,节能电工器材,36010213
节能电力工程,,2,28,0.949489001,36,节能电工器材,36010213
节能电子产品,,497,28,0.948913096,36,节能电工器材,36010213
节水电器,,1,28,0.948618954,36,节能电工器材,36010213
电梯节能电器,,1,28,0.947805388,36,节能电工器材,36010213
节电电子产品,,1,28,0.947528023,36,节能电工器材,36010213
节能电子电器设备,,2,28,0.947243522,36,节能电工器材,36010213
电子节电器材,,1,28,0.947197631,36,节能电工器材,36010213
节能电子电器产品,,7,28,0.945425237,36,节能电工器材,36010213
节电节能电器,,1,28,0.944809378,36,节能电工器材,36010213
节能电源设备,,14,28,0.943791053,36,节能电工器材,36010213
节能电子电器的产品,,1,28,0.942730463,36,节能电工器材,36010213
电子电器节电设备,,1,28,0.942584536,36,节能电工器材,36010213
节能电子电力系统装置设备,,2,28,0.942281676,36,节能电工器材,36010213
节能电力设备,,15,28,0.942097286,36,节能电工器材,36010213
节能电器技术,,1,28,0.941415549,36,节能电工器材,36010213
电子电器节能产品,,4,28,0.940746602,36,节能电工器材,36010213
电力节能器,,2,28,0.940677437,36,节能电工器材,36010213
电子节电设备,,2,28,0.940156693,36,节能电工器材,36010213
节能电源系统设备,,2,28,0.940079528,36,节能电工器材,36010213
节能电子及电器,,1,28,0.939653341,36,节能电工器材,36010213
电能节能,,1,28,0.939349053,36,节能电工器材,36010213
电炉节电器,,1,28,0.938426918,36,节能电工器材,36010213
电梯节电设备,,1,28,0.937363834,36,节能电工器材,36010213
电子节能电器生产,,1,28,0.937041559,36,节能电工器材,36010213
各类节能电子设备,,1,28,0.936981587,36,节能电工器材,36010213
电子节能器材,,6,28,0.936913926,36,节能电工器材,36010213
节能电力电子元器件,,1,28,0.936872723,36,节能电工器材,36010213
电子节能电器设备生产,,1,28,0.935653154,36,节能电工器材,36010213
电力节能器件,,1,28,0.935629575,36,节能电工器材,36010213
电子节能,,13,28,0.93551595,36,节能电工器材,36010213
节能电器,,926,28,0.935406599,36,节能电工器材,36010213
节能电力元器件,,1,28,0.93524276,36,节能电工器材,36010213
节电电气设备,,7,28,0.934994812,36,节能电工器材,36010213
节能电子器件,,3,28,0.934901759,36,节能电工器材,36010213
节能节电电器,,1,28,0.934203594,36,节能电工器材,36010213
节能电子及电器产品,,2,28,0.933704361,36,节能电工器材,36010213
电子节能用品,,1,28,0.933084763,36,节能电工器材,36010213
节能电工材料,,1,28,0.932948706,36,节能电工器材,36010213
在电子节能,,1,28,0.931420283,36,节能电工器材,36010213
节能电子设备,,33,28,0.930363002,36,节能电工器材,36010213
节能电力设备及器材,,1,28,0.929973563,36,节能电工器材,36010213
电子节能器具,,2,28,0.929471008,36,节能电工器材,36010213
太阳能器具,,1013,29,1,36,太阳能器具,36010214
太阳能器械,,1,29,0.988612207,36,太阳能器具,36010214
太阳能器材,,105,29,0.980818692,36,太阳能器具,36010214
太阳能器皿,,2,29,0.977554214,36,太阳能器具,36010214
太阳能器件,,8,29,0.973016622,36,太阳能器具,36010214
太阳能器具配件,,10,29,0.969039576,36,太阳能器具,36010214
太阳能器具设计,,3,29,0.965226886,36,太阳能器具,36010214
太阳能器具组件,,34,29,0.964179355,36,太阳能器具,36010214
太阳能器材及配件,,3,29,0.962834344,36,太阳能器具,36010214
家用太阳能器具,,2,29,0.961430189,36,太阳能器具,36010214
太阳能器具制造销售,,2,29,0.959569552,36,太阳能器具,36010214
太阳能器具及配件,,39,29,0.959221061,36,太阳能器具,36010214
太阳能器件产品,,1,29,0.958769262,36,太阳能器具,36010214
太阳能器具制造,,381,29,0.957059351,36,太阳能器具,36010214
太阳能用具,,376,29,0.956338248,36,太阳能器具,36010214
太阳能灯器具,,1,29,0.955815716,36,太阳能器具,36010214
太阳能电器设备,,10,29,0.955553709,36,太阳能器具,36010214
太阳能器具和配件,,1,29,0.955444492,36,太阳能器具,36010214
太阳能器具组件装配,,1,29,0.953783581,36,太阳能器具,36010214
太阳能器具组件配件,,1,29,0.952197943,36,太阳能器具,36010214
太阳能器灯,,1,29,0.951660353,36,太阳能器具,36010214
太阳能器具制作,,1,29,0.951495257,36,太阳能器具,36010214
太阳能器具及零配件,,2,29,0.951253151,36,太阳能器具,36010214
太阳能器具的销售,,22,29,0.950932091,36,太阳能器具,36010214
太阳能器具销售,,44,29,0.950620505,36,太阳能器具,36010214
太阳能器具生产,,8,29,0.950536986,36,太阳能器具,36010214
太阳能加热器,,4,29,0.950137127,36,太阳能器具,36010214
太阳能发电器,,4,29,0.949987744,36,太阳能器具,36010214
太阳能产品电器,,1,29,0.949793545,36,太阳能器具,36010214
太阳能器具的制造,,21,29,0.949786294,36,太阳能器具,36010214
太阳能器具零部件,,3,29,0.949161913,36,太阳能器具,36010214
太阳能器具制造及销售,,6,29,0.948616607,36,太阳能器具,36010214
太阳能源器具,,7,29,0.948385305,36,太阳能器具,36010214
太阳能器材及设备销售,,1,29,0.947421664,36,太阳能器具,36010214
太阳能器具研发,,19,29,0.947299736,36,太阳能器具,36010214
太阳能器具的生产销售,,1,29,0.947166707,36,太阳能器具,36010214
太阳能电器产品,,19,29,0.947144519,36,太阳能器具,36010214
太阳能灯器,,1,29,0.94714178,36,太阳能器具,36010214
太阳器具,,1,29,0.946433587,36,太阳能器具,36010214
太阳能器具开发,,12,29,0.946392495,36,太阳能器具,36010214
销售太阳能器具,,24,29,0.946074857,36,太阳能器具,36010214
太阳能器材销售,,12,29,0.946040298,36,太阳能器具,36010214
太阳能仪器,,2,29,0.945365347,36,太阳能器具,36010214
太阳能用品,,19,29,0.945317761,36,太阳能器具,36010214
太阳能用具配件,,1,29,0.945295698,36,太阳能器具,36010214
太阳能器具生产及销售,,3,29,0.94514411,36,太阳能器具,36010214
太阳能照明器具,,64,29,0.943530764,36,太阳能器具,36010214
太阳能器具购销,,2,29,0.943278962,36,太阳能器具,36010214
太阳能器具及配件制造,,2,29,0.943240006,36,太阳能器具,36010214
太阳能电器,,209,29,0.943010651,36,太阳能器具,36010214
保温隔热材料,,13607,30,1,36,保温隔热材料,36010301
保温隔热材料等,,1,30,0.996052708,36,保温隔热材料,36010301
保温隔热材,,3,30,0.991500467,36,保温隔热材料,36010301
保温材料隔热,,1,30,0.988425358,36,保温隔热材料,36010301
保温隔热材料的制造,,9,30,0.986750586,36,保温隔热材料,36010301
保温隔热类材料,,1,30,0.985704806,36,保温隔热材料,36010301
保温材料及隔热材料,,1,30,0.984231057,36,保温隔热材料,36010301
保温隔热材料及施工,,1,30,0.984157207,36,保温隔热材料,36010301
保温防腐隔热材料,,119,30,0.983560143,36,保温隔热材料,36010301
保温隔热隔离材料,,1,30,0.982720254,36,保温隔热材料,36010301
制造保温隔热材料,,1,30,0.982055569,36,保温隔热材料,36010301
保温隔热材料的设计,,3,30,0.981910059,36,保温隔热材料,36010301
保温隔热材料的研发,,13,30,0.980991408,36,保温隔热材料,36010301
对保温隔热材料,,1,30,0.980506956,36,保温隔热材料,36010301
新型保温隔热材料,,43,30,0.979464787,36,保温隔热材料,36010301
保温隔热新型材料,,1,30,0.97924252,36,保温隔热材料,36010301
保温隔热建筑材料,,4,30,0.978697818,36,保温隔热材料,36010301
保温隔热材料及建筑材料,,1,30,0.978089656,36,保温隔热材料,36010301
保温隔热装饰材料,,1,30,0.977255529,36,保温隔热材料,36010301
各类保温隔热材料,,1,30,0.976934909,36,保温隔热材料,36010301
保温隔热材料的加工,,4,30,0.97662363,36,保温隔热材料,36010301
保温隔热材料的施工,,1,30,0.976026703,36,保温隔热材料,36010301
保温隔断热材料,,1,30,0.975786421,36,保温隔热材料,36010301
保温隔热门材料,,1,30,0.973019921,36,保温隔热材料,36010301
保温隔热建筑材料制造,,2,30,0.972722984,36,保温隔热材料,36010301
建筑装饰保温隔热材料,,1,30,0.972056794,36,保温隔热材料,36010301
保温隔温热材料,,1,30,0.971376893,36,保温隔热材料,36010301
保温隔热隔音材料,,10,30,0.970009031,36,保温隔热材料,36010301
保温隔热材料的加工制造,,1,30,0.969974232,36,保温隔热材料,36010301
新型保温隔热材料研发,,1,30,0.968835282,36,保温隔热材料,36010301
保温防腐隔热材料加工,,1,30,0.96814502,36,保温隔热材料,36010301
保温隔热通风材料,,2,30,0.968053191,36,保温隔热材料,36010301
保温隔温材料,,8,30,0.967974983,36,保温隔热材料,36010301
新型建筑保温隔热材料,,1,30,0.967083961,36,保温隔热材料,36010301
新型保温隔热材料生产,,4,30,0.966699064,36,保温隔热材料,36010301
保温隔热及装潢材料,,17,30,0.966387844,36,保温隔热材料,36010301
隔热和保温材料,,2,30,0.965066621,36,保温隔热材料,36010301
新型保温隔热材料加工,,1,30,0.965041192,36,保温隔热材料,36010301
保温隔热材料及其相关配件,,2,30,0.964786101,36,保温隔热材料,36010301
建筑物保温隔热,,2,30,0.964612481,36,保温隔热材料,36010301
生产保温隔热节能材料,,1,30,0.964104202,36,保温隔热材料,36010301
工业化保温隔热材料,,2,30,0.963811185,36,保温隔热材料,36010301
保温隔热建筑材料研发,,1,30,0.963761246,36,保温隔热材料,36010301
建筑保温隔热,,1,30,0.963715741,36,保温隔热材料,36010301
保温隔热节能材料的生产,,1,30,0.963587679,36,保温隔热材料,36010301
建筑保温隔热材料的研发,,3,30,0.963381639,36,保温隔热材料,36010301
新型保温隔热材料的研发,,1,30,0.962873969,36,保温隔热材料,36010301
保温隔热材料技术的研发,,3,30,0.962829701,36,保温隔热材料,36010301
保温隔热建筑材料生产销售,,1,30,0.962825775,36,保温隔热材料,36010301
隔热隔热保温材料,,1,30,0.962308831,36,保温隔热材料,36010301
隔音材料,,3278,31,1,36,隔音材料,36010302
隔音的材料,,1,31,0.988654762,36,隔音材料,36010302
隔音材,,3,31,0.988337673,36,隔音材料,36010302
隔音隔热材料,,447,31,0.986611617,36,隔音材料,36010302
隔热隔音材料,,550,31,0.983968954,36,隔音材料,36010302
在隔音材料,,1,31,0.982679294,36,隔音材料,36010302
隔音用材料,,1,31,0.978371167,36,隔音材料,36010302
隔声材料,,43,31,0.978090985,36,隔音材料,36010302
隔音及隔热材料,,5,31,0.977901899,36,隔音材料,36010302
隔热及隔音材料,,55,31,0.976899061,36,隔音材料,36010302
隔热隔音材料产品,,1,31,0.975658399,36,隔音材料,36010302
隔音材料制造,,63,31,0.97501891,36,隔音材料,36010302
建筑隔热隔音材料,,1,31,0.974983647,36,隔音材料,36010302
隔热隔音材料的制造,,12,31,0.974921707,36,隔音材料,36010302
隔音材料及制品,,4,31,0.974365446,36,隔音材料,36010302
隔音隔热材料的制造,,4,31,0.973890866,36,隔音材料,36010302
隔音材料制作,,1,31,0.973397058,36,隔音材料,36010302
建材及隔热隔音材料,,1,31,0.972722654,36,隔音材料,36010302
隔热隔音材料生产,,7,31,0.972543016,36,隔音材料,36010302
隔音材料的设计,,4,31,0.972376863,36,隔音材料,36010302
隔热合隔音材料,,1,31,0.971822071,36,隔音材料,36010302
隔音隔热材料生产,,2,31,0.971598315,36,隔音材料,36010302
隔音材料设备,,1,31,0.971515572,36,隔音材料,36010302
隔音材料生产,,16,31,0.971434814,36,隔音材料,36010302
建筑隔音材料,,12,31,0.971336239,36,隔音材料,36010302
加工隔热隔音材料,,3,31,0.970326986,36,隔音材料,36010302
隔热隔音材料加工,,9,31,0.970071512,36,隔音材料,36010302
隔热隔音材料的生产,,5,31,0.969983747,36,隔音材料,36010302
隔音隔热材料的加工,,1,31,0.969891376,36,隔音材料,36010302
隔音建筑材料,,30,31,0.969040099,36,隔音材料,36010302
隔音材料及其制品,,2,31,0.968907894,36,隔音材料,36010302
隔音材料及其构件,,3,31,0.968757684,36,隔音材料,36010302
隔热及隔音材料的加工,,3,31,0.968251076,36,隔音材料,36010302
隔热隔音建筑材料,,2,31,0.968105239,36,隔音材料,36010302
隔音设备及材料,,4,31,0.968011827,36,隔音材料,36010302
建筑用隔音材料,,1,31,0.967975793,36,隔音材料,36010302
隔热隔音材料的研发,,5,31,0.967971317,36,隔音材料,36010302
隔离隔音材料,,2,31,0.967215619,36,隔音材料,36010302
隔热材料和隔音材料,,2,31,0.967133624,36,隔音材料,36010302
隔热隔音材料制品,,1,31,0.966962634,36,隔音材料,36010302
隔热隔音材料及制品,,1,31,0.966790685,36,隔音材料,36010302
隔音隔热材料制造,,1,31,0.966741614,36,隔音材料,36010302
制造隔热隔音材料,,1,31,0.966679526,36,隔音材料,36010302
隔音材料的制造,,11,31,0.966345946,36,隔音材料,36010302
隔热与隔音材料,,5,31,0.965236161,36,隔音材料,36010302
隔音材料及设备,,1,31,0.965046998,36,隔音材料,36010302
隔热隔音材料研发,,6,31,0.964979796,36,隔音材料,36010302
隔音材料加工,,17,31,0.964822097,36,隔音材料,36010302
隔热和隔音材料,,3031,31,0.964464426,36,隔音材料,36010302
屏蔽隔音材料,,1,31,0.964209736,36,隔音材料,36010302
节能玻璃,,194,32,1,36,节能玻璃,36010303
节能玻璃的研发,,16,32,0.982184175,36,节能玻璃,36010303
节能玻璃材料,,1,32,0.981379142,36,节能玻璃,36010303
建筑节能玻璃,,15,32,0.980791066,36,节能玻璃,36010303
节能玻璃产品,,3,32,0.980273355,36,节能玻璃,36010303
节能玻璃的制作,,2,32,0.979570923,36,节能玻璃,36010303
建筑用节能玻璃,,1,32,0.978784405,36,节能玻璃,36010303
节能玻璃的制造,,1,32,0.977913633,36,节能玻璃,36010303
节能玻璃研发,,20,32,0.977789708,36,节能玻璃,36010303
节能玻璃的生产,,2,32,0.977192357,36,节能玻璃,36010303
节能玻璃设计,,1,32,0.976999425,36,节能玻璃,36010303
节能玻璃的研究,,1,32,0.976360604,36,节能玻璃,36010303
节能建筑玻璃,,1,32,0.976115855,36,节能玻璃,36010303
节能玻璃生产,,8,32,0.975397788,36,节能玻璃,36010303
节能玻璃制造,,3,32,0.974865432,36,节能玻璃,36010303
玻璃及节能玻璃,,1,32,0.973527737,36,节能玻璃,36010303
节能玻璃制品,,12,32,0.972696488,36,节能玻璃,36010303
新型节能玻璃,,10,32,0.972569442,36,节能玻璃,36010303
销售节能玻璃,,1,32,0.970219729,36,节能玻璃,36010303
建筑节能玻璃的研发,,1,32,0.968933982,36,节能玻璃,36010303
玻璃节能产品,,1,32,0.9677253,36,节能玻璃,36010303
节能建筑用玻璃,,1,32,0.967444319,36,节能玻璃,36010303
节能玻璃膜,,2,32,0.966232928,36,节能玻璃,36010303
节能型玻璃,,3,32,0.965260967,36,节能玻璃,36010303
节能玻璃加工,,7,32,0.964908027,36,节能玻璃,36010303
建筑节能玻璃研发,,1,32,0.964522176,36,节能玻璃,36010303
玻璃节能处理,,1,32,0.964444577,36,节能玻璃,36010303
节能玻璃的加工,,1,32,0.963180046,36,节能玻璃,36010303
节能玻璃制品的研发,,1,32,0.962480805,36,节能玻璃,36010303
采光节能玻璃,,13,32,0.962219843,36,节能玻璃,36010303
节能玻璃销售,,4,32,0.961507557,36,节能玻璃,36010303
节能玻璃原料,,1,32,0.961374735,36,节能玻璃,36010303
节能玻璃材料的研发,,1,32,0.961107612,36,节能玻璃,36010303
节能玻璃制品生产,,1,32,0.960871246,36,节能玻璃,36010303
节能玻璃的销售,,1,32,0.960614119,36,节能玻璃,36010303
节能玻璃制品的运用,,1,32,0.960436789,36,节能玻璃,36010303
玻璃节能材料生产,,1,32,0.959441848,36,节能玻璃,36010303
汽车节能玻璃,,1,32,0.959306688,36,节能玻璃,36010303
节能玻璃制品的生产,,1,32,0.959278369,36,节能玻璃,36010303
节能玻璃的生产与销售,,2,32,0.95920294,36,节能玻璃,36010303
工业节能玻璃,,1,32,0.958048872,36,节能玻璃,36010303
节能玻璃生产与销售,,2,32,0.957788345,36,节能玻璃,36010303
建筑节能玻璃生产,,1,32,0.957635347,36,节能玻璃,36010303
节能玻璃制作安装,,1,32,0.95674384,36,节能玻璃,36010303
彩光节能玻璃,,1,32,0.956699409,36,节能玻璃,36010303
节能玻璃窗,,1,32,0.956619955,36,节能玻璃,36010303
环保节能玻璃,,7,32,0.956158433,36,节能玻璃,36010303
建筑节能玻璃制造,,14,32,0.955848407,36,节能玻璃,36010303
节能玻璃产品销售,,1,32,0.955361914,36,节能玻璃,36010303
建筑节能玻璃制品,,2,32,0.955188353,36,节能玻璃,36010303
节能门窗,,790,33,1,36,节能门窗,36010304
节能门窗技术,,1,33,0.983446218,36,节能门窗,36010304
节能门窗设计,,12,33,0.982269351,36,节能门窗,36010304
节能门窗的设计,,13,33,0.980421545,36,节能门窗,36010304
节能门窗工程,,22,33,0.979017475,36,节能门窗,36010304
节能门窗的制作,,3,33,0.977629804,36,节能门窗,36010304
建筑节能门窗,,61,33,0.977254403,36,节能门窗,36010304
门窗及节能门窗,,1,33,0.977079961,36,节能门窗,36010304
节能门窗的制造,,4,33,0.976153368,36,节能门窗,36010304
节能门窗材料,,5,33,0.975648067,36,节能门窗,36010304
节能门窗系统,,16,33,0.975550837,36,节能门窗,36010304
新型节能门窗,,28,33,0.975498574,36,节能门窗,36010304
工程节能门窗,,2,33,0.975348129,36,节能门窗,36010304
一体化节能门窗,,4,33,0.974881965,36,节能门窗,36010304
节能新型门窗,,2,33,0.974765926,36,节能门窗,36010304
节能门窗制品,,3,33,0.9742682,36,节能门窗,36010304
节能门窗制作,,10,33,0.972738357,36,节能门窗,36010304
节能门窗的施工,,1,33,0.972649244,36,节能门窗,36010304
节能门窗配件,,2,33,0.972639594,36,节能门窗,36010304
节能门窗的装饰,,1,33,0.972609465,36,节能门窗,36010304
节能门窗及配件,,13,33,0.972028484,36,节能门窗,36010304
高档节能门窗,,4,33,0.970863714,36,节能门窗,36010304
智慧节能门窗,,1,33,0.970640504,36,节能门窗,36010304
节能门窗施工,,1,33,0.969867868,36,节能门窗,36010304
建筑节能门窗工程,,6,33,0.969485622,36,节能门窗,36010304
节能门窗制造,,94,33,0.969055898,36,节能门窗,36010304
节能门窗系列,,4,33,0.968505567,36,节能门窗,36010304
节能门窗的研发,,25,33,0.967945061,36,节能门窗,36010304
节能门窗工程施工,,6,33,0.967936558,36,节能门窗,36010304
节能型门窗,,12,33,0.966775313,36,节能门窗,36010304
各类节能门窗,,1,33,0.966773035,36,节能门窗,36010304
专业节能门窗的设计,,1,33,0.966729122,36,节能门窗,36010304
生产节能门窗,,2,33,0.966653953,36,节能门窗,36010304
设计新型节能门窗,,1,33,0.966014032,36,节能门窗,36010304
节能门窗型材,,1,33,0.965246511,36,节能门窗,36010304
节能门窗的生产,,14,33,0.965243001,36,节能门窗,36010304
节能建筑门窗,,2,33,0.965168153,36,节能门窗,36010304
节能门窗的设计施工,,1,33,0.964977803,36,节能门窗,36010304
建筑节能门窗材料,,9,33,0.963502439,36,节能门窗,36010304
节能门窗生产,,26,33,0.963450824,36,节能门窗,36010304
节能门窗附框,,2,33,0.962949636,36,节能门窗,36010304
节能门窗及附框,,3,33,0.962480742,36,节能门窗,36010304
建筑节能门窗制作,,3,33,0.961815949,36,节能门窗,36010304
节能门窗加工,,25,33,0.961546263,36,节能门窗,36010304
建筑节能门窗设计,,6,33,0.961498861,36,节能门窗,36010304
建筑节能门窗系统,,3,33,0.961407594,36,节能门窗,36010304
节能门窗的加工,,6,33,0.961325545,36,节能门窗,36010304
智能节能门窗,,7,33,0.961192441,36,节能门窗,36010304
门窗节能工程,,1,33,0.961067738,36,节能门窗,36010304
门窗节能产品,,2,33,0.960517336,36,节能门窗,36010304
节能墙体材料,,32,34,1,36,节能墙体材料,36010305
建筑节能墙体材料,,4,34,0.990559027,36,节能墙体材料,36010305
节能墙体材料生产,,7,34,0.989408918,36,节能墙体材料,36010305
生产节能墙体材料,,1,34,0.985462595,36,节能墙体材料,36010305
节能墙体材料的生产销售,,2,34,0.977681628,36,节能墙体材料,36010305
建筑节能墙体材料生产销售,,2,34,0.97621679,36,节能墙体材料,36010305
节能新型墙体材料,,40,34,0.97596871,36,节能墙体材料,36010305
墙体节能产品,,1,34,0.97566213,36,节能墙体材料,36010305
节能墙材,,3,34,0.975652498,36,节能墙体材料,36010305
墙体节能材料生产销售,,1,34,0.975266985,36,节能墙体材料,36010305
销售节能墙体材料,,2,34,0.974742155,36,节能墙体材料,36010305
节能墙体材料的生产和销售,,1,34,0.974630287,36,节能墙体材料,36010305
节能墙体构件,,1,34,0.97402764,36,节能墙体材料,36010305
墙体节能材料,,9,34,0.973537426,36,节能墙体材料,36010305
节能墙体材料生产与销售,,1,34,0.973376292,36,节能墙体材料,36010305
墙体节能材料生产,,4,34,0.972541327,36,节能墙体材料,36010305
节能型墙体材料,,1,34,0.972063975,36,节能墙体材料,36010305
墙体节能装饰材料,,5,34,0.971197905,36,节能墙体材料,36010305
节能墙材生产,,1,34,0.969636908,36,节能墙体材料,36010305
墙体节能材料制造,,3,34,0.968871127,36,节能墙体材料,36010305
墙体节能工程,,3,34,0.968330279,36,节能墙体材料,36010305
节能墙材研发,,2,34,0.968119605,36,节能墙体材料,36010305
墙体节能建材,,1,34,0.967569502,36,节能墙体材料,36010305
节能新型墙体材料生产,,2,34,0.965916577,36,节能墙体材料,36010305
节能墙体材料销售,,10,34,0.965655882,36,节能墙体材料,36010305
节能墙体建筑材料生产,,1,34,0.965243898,36,节能墙体材料,36010305
新型墙体节能材料研发,,1,34,0.965102419,36,节能墙体材料,36010305
新型节能墙体材料,,38,34,0.964760409,36,节能墙体材料,36010305
节能墙体材料的研发,,1,34,0.964250045,36,节能墙体材料,36010305
节能墙体材料研发,,2,34,0.963496985,36,节能墙体材料,36010305
墙体节能材料的加工,,1,34,0.963468994,36,节能墙体材料,36010305
生产墙体节能材料,,2,34,0.963311844,36,节能墙体材料,36010305
新型墙体节能材料,,6,34,0.963201007,36,节能墙体材料,36010305
新型建筑节能墙体材料,,2,34,0.963095809,36,节能墙体材料,36010305
节能墙体,,21,34,0.962443639,36,节能墙体材料,36010305
建筑墙体节能材料的研发与销售,,2,34,0.961790855,36,节能墙体材料,36010305
建筑墙体节能工程施工,,1,34,0.961716937,36,节能墙体材料,36010305
墙体节能环保材料,,2,34,0.961639809,36,节能墙体材料,36010305
节能新型墙体材料销售,,255,34,0.961268708,36,节能墙体材料,36010305
建筑环保节能墙体材料,,1,34,0.961229077,36,节能墙体材料,36010305
新型节能墙材,,4,34,0.960610748,36,节能墙体材料,36010305
节能新型墙体,,1,34,0.960145638,36,节能墙体材料,36010305
环保节能墙体材料,,2,34,0.960088823,36,节能墙体材料,36010305
节能墙件,,1,34,0.95992054,36,节能墙体材料,36010305
新型墙体节能砌材材料,,2,34,0.959867825,36,节能墙体材料,36010305
建筑节能墙体,,1,34,0.959780749,36,节能墙体材料,36010305
节能墙体材料开发,,1,34,0.959219887,36,节能墙体材料,36010305
节能新型墙体材料的生产及销售,,1,34,0.95910194,36,节能墙体材料,36010305
墙体节能材料的研发,,3,34,0.958769686,36,节能墙体材料,36010305
环保节能墙材,,1,34,0.958063742,36,节能墙体材料,36010305
节能涂料,,17,35,1,36,节能涂料,36010306
节能涂料材料,,1,35,0.987465632,36,节能涂料,36010306
从事节能涂料,,2,35,0.980675368,36,节能涂料,36010306
节能涂料生产销售,,1,35,0.978332808,36,节能涂料,36010306
节能涂料的研发,,1,35,0.977620963,36,节能涂料,36010306
建筑节能涂料,,3,35,0.977333632,36,节能涂料,36010306
节能涂料产品销售,,1,35,0.969160479,36,节能涂料,36010306
环保节能涂料,,5,35,0.964871228,36,节能涂料,36010306
环保节能材料涂料,,5,35,0.959669397,36,节能涂料,36010306
各类建筑节能涂料,,2,35,0.955508234,36,节能涂料,36010306
节能材料及涂料的销售,,1,35,0.954918864,36,节能涂料,36010306
节能环保涂料,,11,35,0.954426038,36,节能涂料,36010306
制造环保节能涂料,,1,35,0.947120266,36,节能涂料,36010306
节能环保涂料的销售,,1,35,0.945364917,36,节能涂料,36010306
节能材料及涂料研发,,1,35,0.943246454,36,节能涂料,36010306
销售环保节能涂料,,1,35,0.940944774,36,节能涂料,36010306
节能环保涂料生产,,2,35,0.940192544,36,节能涂料,36010306
绿色环保节能涂料,,4,35,0.93998166,36,节能涂料,36010306
节能环保涂料的研发,,1,35,0.939775497,36,节能涂料,36010306
涂装节能技术,,2,35,0.938125564,36,节能涂料,36010306
涂料及建筑节能材料生产与销售,,3,35,0.937758166,36,节能涂料,36010306
销售节能环保涂料,,1,35,0.936041594,36,节能涂料,36010306
建筑节能涂装工程,,1,35,0.935651702,36,节能涂料,36010306
节能环保涂料生产与销售,,1,35,0.935628204,36,节能涂料,36010306
节能涂料技术开发,,2,35,0.93463313,36,节能涂料,36010306
节能涂层,,1,35,0.933850026,36,节能涂料,36010306
节能工程外墙涂料工程,,1,35,0.933621817,36,节能涂料,36010306
锅炉节能涂料,,1,35,0.933234316,36,节能涂料,36010306
环保节能型涂料,,1,35,0.932573069,36,节能涂料,36010306
环保节能涂料技术研发,,1,35,0.925907012,36,节能涂料,36010306
高温节能涂料,,1,35,0.925379831,36,节能涂料,36010306
新型节能环保涂料,,3,35,0.923015228,36,节能涂料,36010306
新型节能墙体涂料,,1,35,0.920967501,36,节能涂料,36010306
节能隔热涂料,,2,35,0.914953735,36,节能涂料,36010306
节能防腐涂料,,1,35,0.914856156,36,节能涂料,36010306
保温节能涂料,,1,35,0.912018243,36,节能涂料,36010306
节能保温涂料,,1,35,0.910695245,36,节能涂料,36010306
新型节能环保涂料的研发,,1,35,0.910660604,36,节能涂料,36010306
建筑节能材料工程及涂料施工,,1,35,0.910364919,36,节能涂料,36010306
节能涂料粉刷,,1,35,0.910087713,36,节能涂料,36010306
节能发光涂料生产,,1,35,0.909777902,36,节能涂料,36010306
节能环保新型建筑涂料加工及销售,,1,35,0.908348679,36,节能涂料,36010306
节能防腐涂料的研发,,1,35,0.908170366,36,节能涂料,36010306
水性节能涂料,,2,35,0.907609874,36,节能涂料,36010306
涂布机节能设备,,6,35,0.90620048,36,节能涂料,36010306
节能防腐隔热涂料,,2,35,0.905524854,36,节能涂料,36010306
高性能节能涂料开发,,1,35,0.905386184,36,节能涂料,36010306
经营高温节能涂料,,1,35,0.90450281,36,节能涂料,36010306
建筑生态节能环保涂料,,2,35,0.904244428,36,节能涂料,36010306
环保节能隔热涂料,,1,35,0.901799006,36,节能涂料,36010306
太阳能电池板,,2714,36,1,36,太阳能电池板,36010307
太阳能电池及电池板,,5,36,0.974179266,36,太阳能电池板,36010307
太阳能电池片及电池板,,8,36,0.966966164,36,太阳能电池板,36010307
组件太阳能电池板,,1,36,0.966760961,36,太阳能电池板,36010307
太阳电池板,,1,36,0.966623422,36,太阳能电池板,36010307
太阳能电池板的销售,,37,36,0.966545756,36,太阳能电池板,36010307
太阳能电池板设计,,14,36,0.966288219,36,太阳能电池板,36010307
太阳能电池板制造,,22,36,0.965634987,36,太阳能电池板,36010307
太阳能电池板组件,,107,36,0.965040545,36,太阳能电池板,36010307
太阳能电池片及太阳板,,2,36,0.96479251,36,太阳能电池板,36010307
太灯阳能电池板,,1,36,0.964686215,36,太阳能电池板,36010307
